"date","trend","HP","BP","inf","SR","call money","trend1","trend_1","trend_2","trend_3","trend_4","HP1","HP_1","HP_2","HP_3","HP_4","BP1","BP_1","BP_2","BP_3","BP_4","inf1","inf_1","inf_2","inf_3","inf_4","SR_1","SR_2","SR_3","SR_4","cm_1","cm_2","cm_3","cm_4"
1961.00,0.00052559,0.0012531,0.035609,4.166667,3.5,3.597,-0.01625,-0.016218,-0.031056,-0.048675,-0.061017,-0.0037457,0.0039996,0.0015424,-0.0067823,-0.018767,0.013898,0.025201,0.017071,0.0066193,0.0018256,2.749141,0,0,2.797203,,4,5,5,4,4.91,5.053,4.307,3.987
1961.25,-0.01625,-0.0037457,0.013898,2.749141,3,2.813,-0.017544,0.00052559,-0.016218,-0.031056,-0.048675,-0.0076465,0.0012531,0.0039996,0.0015424,-0.0067823,0.0076798,0.035609,0.025201,0.017071,0.0066193,2.730375,4.166667,0,0,2.797203,3.5,4,5,5,3.597,4.91,5.053,4.307
1961.50,-0.017544,-0.0076465,0.0076798,2.730375,3,2.65,-0.023299,-0.01625,0.00052559,-0.016218,-0.031056,-0.0087494,-0.0037457,0.0012531,0.0039996,0.0015424,-0.0025785,0.013898,0.035609,0.025201,0.017071,1.355932,2.749141,4.166667,0,0,3,3.5,4,5,2.813,3.597,4.91,5.053
1961.75,-0.023299,-0.0087494,-0.0025785,1.355932,3,2.667,-0.0078689,-0.017544,-0.01625,0.00052559,-0.016218,-0.0076137,-0.0076465,-0.0037457,0.0012531,0.0039996,0.0087172,0.0076798,0.013898,0.035609,0.025201,6.756757,2.730375,2.749141,4.166667,0,3,3,3.5,4,2.65,2.813,3.597,4.91
1962.00,-0.0078689,-0.0076137,0.0087172,6.756757,3,2.247,-0.01364,-0.023299,-0.017544,-0.01625,0.00052559,-0.0067749,-0.0087494,-0.0076465,-0.0037457,0.0012531,-0.00071794,-0.0025785,0.0076798,0.013898,0.035609,2.657807,1.355932,2.730375,2.749141,4.166667,3,3,3,3.5,2.667,2.65,2.813,3.597
1962.25,-0.01364,-0.0067749,-0.00071794,2.657807,3,2.767,0.0086452,-0.0078689,-0.023299,-0.017544,-0.01625,-0.007521,-0.0076137,-0.0087494,-0.0076465,-0.0037457,0.018064,0.0087172,-0.0025785,0.0076798,0.013898,-1.32013,6.756757,1.355932,2.730375,2.749141,3,3,3,3,2.247,2.667,2.65,2.813
1962.50,0.0086452,-0.007521,0.018064,-1.32013,3,2.847,-0.015016,-0.01364,-0.0078689,-0.023299,-0.017544,-0.01027,-0.0067749,-0.0076137,-0.0087494,-0.0076465,-0.0084761,-0.00071794,0.0087172,-0.0025785,0.0076798,2.649007,2.657807,6.756757,1.355932,2.730375,3,3,3,3,2.767,2.247,2.667,2.65
1962.75,-0.015016,-0.01027,-0.0084761,2.649007,3,2.787,-0.031289,0.0086452,-0.01364,-0.0078689,-0.023299,-0.012724,-0.007521,-0.0067749,-0.0076137,-0.0087494,-0.027811,0.018064,-0.00071794,0.0087172,-0.0025785,9.210526,-1.32013,2.657807,6.756757,1.355932,3,3,3,3,2.847,2.767,2.247,2.667
1963.00,-0.031289,-0.012724,-0.027811,9.210526,3,2.963,-0.017754,-0.015016,0.0086452,-0.01364,-0.0078689,-0.011752,-0.01027,-0.007521,-0.0067749,-0.0076137,-0.016493,-0.0084761,0.018064,-0.00071794,0.0087172,0,2.649007,-1.32013,2.657807,6.756757,3,3,3,3,2.787,2.847,2.767,2.247
1963.25,-0.017754,-0.011752,-0.016493,0,3,3.29,-0.0004504,-0.031289,-0.015016,0.0086452,-0.01364,-0.0057011,-0.012724,-0.01027,-0.007521,-0.0067749,-0.0012794,-0.027811,-0.0084761,0.018064,-0.00071794,-1.28617,9.210526,2.649007,-1.32013,2.657807,3,3,3,3,2.963,2.787,2.847,2.767
1963.50,-0.0004504,-0.0057011,-0.0012794,-1.28617,3,2.9,-0.0067918,-0.017754,-0.031289,-0.015016,0.0086452,0.0055729,-0.011752,-0.012724,-0.01027,-0.007521,-0.0096562,-0.016493,-0.027811,-0.0084761,0.018064,5.16129,0,9.210526,2.649007,-1.32013,3,3,3,3,3.29,2.963,2.787,2.847
1963.75,-0.0067918,0.0055729,-0.0096562,5.16129,3,2.83,0.021864,-0.0004504,-0.017754,-0.031289,-0.015016,0.019864,-0.0057011,-0.011752,-0.012724,-0.01027,0.017137,-0.0012794,-0.016493,-0.027811,-0.0084761,5.095541,-1.28617,0,9.210526,2.649007,3,3,3,3,2.9,3.29,2.963,2.787
1964.00,0.021864,0.019864,0.017137,5.095541,3,2.923,0.014972,-0.0067918,-0.0004504,-0.017754,-0.031289,0.034549,0.0055729,-0.0057011,-0.011752,-0.012724,0.0088238,-0.0096562,-0.0012794,-0.016493,-0.027811,0,5.16129,-1.28617,0,9.210526,3,3,3,3,2.83,2.9,3.29,2.963
1964.25,0.014972,0.034549,0.0088238,0,3,3.34,0.031167,0.021864,-0.0067918,-0.0004504,-0.017754,0.044715,0.019864,0.0055729,-0.0057011,-0.011752,0.02347,0.017137,-0.0096562,-0.0012794,-0.016493,0,5.095541,5.16129,-1.28617,0,3,3,3,3,2.923,2.83,2.9,3.29
1964.50,0.031167,0.044715,0.02347,0,3,3.507,0.035891,0.014972,0.021864,-0.0067918,-0.0004504,0.049754,0.034549,0.019864,0.0055729,-0.0057011,0.027004,0.0088238,0.017137,-0.0096562,-0.0012794,3.773585,0,5.095541,5.16129,-1.28617,3,3,3,3,3.34,2.923,2.83,2.9
1964.75,0.035891,0.049754,0.027004,3.773585,3,3.383,0.050107,0.031167,0.014972,0.021864,-0.0067918,0.049842,0.044715,0.034549,0.019864,0.0055729,0.039855,0.02347,0.0088238,0.017137,-0.0096562,3.738318,0,0,5.095541,5.16129,3,3,3,3,3.507,3.34,2.923,2.83
1965.00,0.050107,0.049842,0.039855,3.738318,3.5,3.383,0.039081,0.035891,0.031167,0.014972,0.021864,0.049703,0.049754,0.044715,0.034549,0.019864,0.028448,0.027004,0.02347,0.0088238,0.017137,4.938272,3.773585,0,0,5.095541,3,3,3,3,3.383,3.507,3.34,2.923
1965.25,0.039081,0.049703,0.028448,4.938272,3.5,4.14,0.038176,0.050107,0.035891,0.031167,0.014972,0.04983,0.049842,0.049754,0.044715,0.034549,0.026873,0.039855,0.027004,0.02347,0.0088238,2.439024,3.738318,3.773585,0,0,3.5,3,3,3,3.383,3.383,3.507,3.34
1965.50,0.038176,0.04983,0.026873,2.439024,4,4.307,0.036222,0.039081,0.050107,0.035891,0.031167,0.04974,0.049703,0.049842,0.049754,0.044715,0.024257,0.028448,0.039855,0.027004,0.02347,4.848485,4.938272,3.738318,3.773585,0,3.5,3.5,3,3,4.14,3.383,3.383,3.507
1965.75,0.036222,0.04974,0.024257,4.848485,4,4.587,0.040461,0.038176,0.039081,0.050107,0.035891,0.044484,0.04983,0.049703,0.049842,0.049754,0.027567,0.026873,0.028448,0.039855,0.027004,4.790419,2.439024,4.938272,3.738318,3.773585,4,3.5,3.5,3,4.307,4.14,3.383,3.383
1966.00,0.040461,0.044484,0.027567,4.790419,4,4.553,0.029195,0.036222,0.038176,0.039081,0.050107,0.029778,0.04974,0.04983,0.049703,0.049842,0.015508,0.024257,0.026873,0.028448,0.039855,3.550296,4.848485,2.439024,4.938272,3.738318,4,4,3.5,3.5,4.587,4.307,4.14,3.383
1966.25,0.029195,0.029778,0.015508,3.550296,5,5.503,0.0095777,0.040461,0.036222,0.038176,0.039081,0.0032528,0.044484,0.04974,0.04983,0.049703,-0.0054002,0.027567,0.024257,0.026873,0.028448,-1.17302,4.790419,4.848485,2.439024,4.938272,4,4,4,3.5,4.553,4.587,4.307,4.14
1966.50,0.0095777,0.0032528,-0.0054002,-1.17302,5,5.713,-0.020257,0.029195,0.040461,0.036222,0.038176,-0.031183,0.029778,0.044484,0.04974,0.04983,-0.037779,0.015508,0.027567,0.024257,0.026873,3.529412,3.550296,4.790419,4.848485,2.439024,5,4,4,4,5.503,4.553,4.587,4.307
1966.75,-0.020257,-0.031183,-0.037779,3.529412,5,5.587,-0.060406,0.0095777,0.029195,0.040461,0.036222,-0.064856,0.0032528,0.029778,0.044484,0.04974,-0.082933,-0.0054002,0.015508,0.027567,0.024257,3.498542,-1.17302,3.550296,4.790419,4.848485,5,5,4,4,5.713,5.503,4.553,4.587
1967.00,-0.060406,-0.064856,-0.082933,3.498542,4,4.76,-0.073844,-0.020257,0.0095777,0.029195,0.040461,-0.085396,-0.031183,0.0032528,0.029778,0.044484,-0.101,-0.037779,-0.0054002,0.015508,0.027567,1.156069,3.529412,-1.17302,3.550296,4.790419,5,5,5,4,5.587,5.713,5.503,4.553
1967.25,-0.073844,-0.085396,-0.101,1.156069,3,3.643,-0.052631,-0.060406,-0.020257,0.0095777,0.029195,-0.086887,-0.064856,-0.031183,0.0032528,0.029778,-0.082005,-0.082933,-0.037779,-0.0054002,0.015508,-1.15274,3.498542,3.529412,-1.17302,3.550296,4,5,5,5,4.76,5.587,5.713,5.503
1967.50,-0.052631,-0.086887,-0.082005,-1.15274,3,2.66,-0.01463,-0.073844,-0.060406,-0.020257,0.0095777,-0.075369,-0.085396,-0.064856,-0.031183,0.0032528,-0.046343,-0.101,-0.082933,-0.037779,-0.0054002,1.156069,1.156069,3.498542,3.529412,-1.17302,3,4,5,5,3.643,4.76,5.587,5.713
1967.75,-0.01463,-0.075369,-0.046343,1.156069,3,2.33,-0.045871,-0.052631,-0.073844,-0.060406,-0.020257,-0.064556,-0.086887,-0.085396,-0.064856,-0.031183,-0.085059,-0.082005,-0.101,-0.082933,-0.037779,4.610951,-1.15274,1.156069,3.498542,3.529412,3,3,4,5,2.66,3.643,4.76,5.587
1968.00,-0.045871,-0.064556,-0.085059,4.610951,3,2.6,-0.012757,-0.01463,-0.052631,-0.073844,-0.060406,-0.04976,-0.075369,-0.086887,-0.085396,-0.064856,-0.055613,-0.046343,-0.082005,-0.101,-0.082933,0,1.156069,-1.15274,1.156069,3.498542,3,3,3,4,2.33,2.66,3.643,4.76
1968.25,-0.012757,-0.04976,-0.055613,0,3,2.797,0.023454,-0.045871,-0.01463,-0.052631,-0.073844,-0.035755,-0.064556,-0.075369,-0.086887,-0.085396,-0.024169,-0.085059,-0.046343,-0.082005,-0.101,0,4.610951,1.156069,-1.15274,1.156069,3,3,3,3,2.6,2.33,2.66,3.643
1968.50,0.023454,-0.035755,-0.024169,0,3,2.72,0.049492,-0.012757,-0.045871,-0.01463,-0.052631,-0.020498,-0.04976,-0.064556,-0.075369,-0.086887,-0.0040302,-0.055613,-0.085059,-0.046343,-0.082005,2.279202,0,4.610951,1.156069,-1.15274,3,3,3,3,2.797,2.6,2.33,2.66
1968.75,0.049492,-0.020498,-0.0040302,2.279202,3,2.253,0.066666,0.023454,-0.012757,-0.045871,-0.01463,-0.0029307,-0.035755,-0.04976,-0.064556,-0.075369,0.006913,-0.024169,-0.055613,-0.085059,-0.046343,4.532578,0,0,4.610951,1.156069,3,3,3,3,2.72,2.797,2.6,2.33
1969.00,0.066666,-0.0029307,0.006913,4.532578,3,3.4,0.085498,0.049492,0.023454,-0.012757,-0.045871,0.014186,-0.020498,-0.035755,-0.04976,-0.064556,0.019488,-0.0040302,-0.024169,-0.055613,-0.085059,2.240896,2.279202,0,0,4.610951,3,3,3,3,2.253,2.72,2.797,2.6
1969.25,0.085498,0.014186,0.019488,2.240896,5,3.037,0.10069,0.066666,0.049492,0.023454,-0.012757,0.02618,-0.0029307,-0.020498,-0.035755,-0.04976,0.02864,0.006913,-0.0040302,-0.024169,-0.055613,-1.11421,4.532578,2.279202,0,0,3,3,3,3,3.4,2.253,2.72,2.797
1969.50,0.10069,0.02618,0.02864,-1.11421,6,5.233,0.11578,0.085498,0.066666,0.049492,0.023454,0.030402,0.014186,-0.0029307,-0.020498,-0.035755,0.037988,0.019488,0.006913,-0.0040302,-0.024169,2.234637,2.240896,4.532578,2.279202,0,5,3,3,3,3.037,3.4,2.253,2.72
1969.75,0.11578,0.030402,0.037988,2.234637,6,7.557,0.12039,0.10069,0.085498,0.066666,0.049492,0.028617,0.02618,0.014186,-0.0029307,-0.020498,0.037705,0.02864,0.019488,0.006913,-0.0040302,7.777778,-1.11421,2.240896,4.532578,2.279202,6,5,3,3,5.233,3.037,3.4,2.253
1970.00,0.12039,0.028617,0.037705,7.777778,7.5,9.033,0.13072,0.11578,0.10069,0.085498,0.066666,0.024295,0.030402,0.02618,0.014186,-0.0029307,0.043465,0.037988,0.02864,0.019488,0.006913,4.359673,2.234637,-1.11421,2.240896,4.532578,6,6,5,3,7.557,5.233,3.037,3.4
1970.25,0.13072,0.024295,0.043465,4.359673,7.5,9.183,0.11841,0.12039,0.11578,0.10069,0.085498,0.020981,0.028617,0.030402,0.02618,0.014186,0.028019,0.037705,0.037988,0.02864,0.019488,0,7.777778,2.234637,-1.11421,2.240896,7.5,6,6,5,9.033,7.557,5.233,3.037
1970.50,0.11841,0.020981,0.028019,0,7,8.59,0.10906,0.13072,0.12039,0.11578,0.10069,0.017492,0.024295,0.028617,0.030402,0.02618,0.015892,0.043465,0.037705,0.037988,0.02864,4.312668,4.359673,7.777778,2.234637,-1.11421,7.5,7.5,6,6,9.183,9.033,7.557,5.233
1970.75,0.10906,0.017492,0.015892,4.312668,6,7.78,0.11888,0.11841,0.13072,0.12039,0.11578,0.010836,0.020981,0.024295,0.028617,0.030402,0.023151,0.028019,0.043465,0.037705,0.037988,9.6,0,4.359673,7.777778,2.234637,7,7.5,7.5,6,8.59,9.183,9.033,7.557
1971.00,0.11888,0.010836,0.023151,9.6,6,7.41,0.10513,0.10906,0.11841,0.13072,0.12039,0.0000844,0.017492,0.020981,0.024295,0.028617,0.0078692,0.015892,0.028019,0.043465,0.037705,5.208333,4.312668,0,4.359673,7.777778,6,7,7.5,7.5,7.78,8.59,9.183,9.033
1971.25,0.10513,0.0000844,0.0078692,5.208333,5,4.833,0.094786,0.11888,0.10906,0.11841,0.13072,-0.012532,0.010836,0.017492,0.020981,0.024295,-0.0036109,0.023151,0.015892,0.028019,0.043465,4.113111,9.6,4.312668,0,4.359673,6,6,7,7.5,7.41,7.78,8.59,9.183
1971.50,0.094786,-0.012532,-0.0036109,4.113111,5,6.473,0.074962,0.10513,0.11888,0.10906,0.11841,-0.021109,0.0000844,0.010836,0.017492,0.020981,-0.024287,0.0078692,0.023151,0.015892,0.028019,3.053435,5.208333,9.6,4.312668,0,5,6,6,7,4.833,7.41,7.78,8.59
1971.75,0.074962,-0.021109,-0.024287,3.053435,4,5.933,0.097162,0.094786,0.10513,0.11888,0.10906,-0.019227,-0.012532,0.0000844,0.010836,0.017492,-0.0017979,-0.0036109,0.0078692,0.023151,0.015892,8.080808,4.113111,5.208333,9.6,4.312668,5,5,6,6,6.473,4.833,7.41,7.78
1972.00,0.097162,-0.019227,-0.0017979,8.080808,3,4.077,0.096923,0.074962,0.094786,0.10513,0.11888,-0.0079785,-0.021109,-0.012532,0.0000844,0.010836,-0.0014703,-0.024287,-0.0036109,0.0078692,0.023151,3.960396,3.053435,4.113111,5.208333,9.6,4,5,5,6,5.933,6.473,4.833,7.41
1972.25,0.096923,-0.0079785,-0.0014703,3.960396,3,3.123,0.093162,0.097162,0.074962,0.094786,0.10513,0.0083068,-0.019227,-0.021109,-0.012532,0.0000844,-0.0041094,-0.0017979,-0.024287,-0.0036109,0.0078692,5.882353,8.080808,3.053435,4.113111,5.208333,3,4,5,5,4.077,5.933,6.473,4.833
1972.50,0.093162,0.0083068,-0.0041094,5.882353,3,3.85,0.1135,0.096923,0.097162,0.074962,0.094786,0.022841,-0.0079785,-0.019227,-0.021109,-0.012532,0.017774,-0.0014703,-0.0017979,-0.024287,-0.0036109,6.763285,3.960396,8.080808,3.053435,4.113111,3,3,4,5,3.123,4.077,5.933,6.473
1972.75,0.1135,0.022841,0.017774,6.763285,4.5,6.157,0.13732,0.093162,0.096923,0.097162,0.074962,0.032079,0.0083068,-0.0079785,-0.019227,-0.021109,0.04305,-0.0041094,-0.0014703,-0.0017979,-0.024287,8.551069,5.882353,3.960396,8.080808,3.053435,3,3,3,4,3.85,3.123,4.077,5.933
1973.00,0.13732,0.032079,0.04305,8.551069,5,6.377,0.13387,0.1135,0.093162,0.096923,0.097162,0.038075,0.022841,0.0083068,-0.0079785,-0.019227,0.042443,0.017774,-0.0041094,-0.0014703,-0.0017979,7.44186,6.763285,5.882353,3.960396,8.080808,4.5,3,3,3,6.157,3.85,3.123,4.077
1973.25,0.13387,0.038075,0.042443,7.44186,7,11.047,0.12265,0.13732,0.1135,0.093162,0.096923,0.042675,0.032079,0.022841,0.0083068,-0.0079785,0.034879,0.04305,0.017774,-0.0041094,-0.0014703,4.56621,8.551069,6.763285,5.882353,3.960396,5,4.5,3,3,6.377,6.157,3.85,3.123
1973.50,0.12265,0.042675,0.034879,4.56621,7,12.057,0.12374,0.13387,0.13732,0.1135,0.093162,0.044928,0.038075,0.032079,0.022841,0.0083068,0.039595,0.042443,0.04305,0.017774,-0.0041094,7.223476,7.44186,8.551069,6.763285,5.882353,7,5,4.5,3,11.047,6.377,6.157,3.85
1973.75,0.12374,0.044928,0.039595,7.223476,7,11.253,0.11084,0.12265,0.13387,0.13732,0.1135,0.042248,0.042675,0.038075,0.032079,0.022841,0.031188,0.034879,0.042443,0.04305,0.017774,9.756098,4.56621,7.44186,8.551069,6.763285,7,7,5,4.5,12.057,11.047,6.377,6.157
1974.00,0.11084,0.042248,0.031188,9.756098,7,10.387,0.10427,0.12374,0.12265,0.13387,0.13732,0.028982,0.044928,0.042675,0.038075,0.032079,0.029165,0.039595,0.034879,0.042443,0.04305,6.060606,7.223476,4.56621,7.44186,8.551069,7,7,7,5,11.253,12.057,11.047,6.377
1974.25,0.10427,0.028982,0.029165,6.060606,7,7.493,0.075666,0.11084,0.12374,0.12265,0.13387,0.0044298,0.042248,0.044928,0.042675,0.038075,0.0056068,0.031188,0.039595,0.034879,0.042443,4.264392,9.756098,7.223476,4.56621,7.44186,7,7,7,7,10.387,11.253,12.057,11.047
1974.50,0.075666,0.0044298,0.0056068,4.264392,7,9.307,0.036896,0.10427,0.11084,0.12374,0.12265,-0.02783,0.028982,0.042248,0.044928,0.042675,-0.028906,0.029165,0.031188,0.039595,0.034879,5.063291,6.060606,9.756098,7.223476,4.56621,7,7,7,7,7.493,10.387,11.253,12.057
1974.75,0.036896,-0.02783,-0.028906,5.063291,6,8.277,-0.00037719,0.075666,0.10427,0.11084,0.12374,-0.057777,0.0044298,0.028982,0.042248,0.044928,-0.063157,0.0056068,0.029165,0.031188,0.039595,7.5,4.264392,6.060606,9.756098,7.223476,7,7,7,7,9.307,7.493,10.387,11.253
1975.00,-0.00037719,-0.057777,-0.063157,7.5,5,5.603,-0.018355,0.036896,0.075666,0.10427,0.11084,-0.073085,-0.02783,0.0044298,0.028982,0.042248,-0.077819,-0.028906,0.0056068,0.029165,0.031188,8.179959,5.063291,4.264392,6.060606,9.756098,6,7,7,7,8.277,9.307,7.493,10.387
1975.25,-0.018355,-0.073085,-0.077819,8.179959,4.5,5.027,-0.027807,-0.00037719,0.036896,0.075666,0.10427,-0.06916,-0.057777,-0.02783,0.0044298,0.028982,-0.083767,-0.063157,-0.028906,0.0056068,0.029165,3.206413,7.5,5.063291,4.264392,6.060606,5,6,7,7,5.603,8.277,9.307,7.493
1975.50,-0.027807,-0.06916,-0.083767,3.206413,3.5,3.44,0.0052189,-0.018355,-0.00037719,0.036896,0.075666,-0.048415,-0.073085,-0.057777,-0.02783,0.0044298,-0.044814,-0.077819,-0.063157,-0.028906,0.0056068,2.385686,8.179959,7.5,5.063291,4.264392,4.5,5,6,7,5.027,5.603,8.277,9.307
1975.75,0.0052189,-0.048415,-0.044814,2.385686,3.5,3.547,0.027743,-0.027807,-0.018355,-0.00037719,0.036896,-0.024547,-0.06916,-0.073085,-0.057777,-0.02783,-0.01826,-0.083767,-0.077819,-0.063157,-0.028906,7.114625,3.206413,8.179959,7.5,5.063291,3.5,4.5,5,6,3.44,5.027,5.603,8.277
1976.00,0.027743,-0.024547,-0.01826,7.114625,3.5,3.5,0.03977,0.0052189,-0.027807,-0.018355,-0.00037719,-0.0056798,-0.048415,-0.06916,-0.073085,-0.057777,-0.0031782,-0.044814,-0.083767,-0.077819,-0.063157,3.883495,2.385686,3.206413,8.179959,7.5,3.5,3.5,4.5,5,3.547,3.44,5.027,5.603
1976.25,0.03977,-0.0056798,-0.0031782,3.883495,3.5,3.61,0.029657,0.027743,0.0052189,-0.027807,-0.018355,0.0044262,-0.024547,-0.048415,-0.06916,-0.073085,-0.010723,-0.01826,-0.044814,-0.083767,-0.077819,1.538462,7.114625,2.385686,3.206413,8.179959,3.5,3.5,3.5,4.5,3.5,3.547,3.44,5.027
1976.50,0.029657,0.0044262,-0.010723,1.538462,3.5,4.34,0.041189,0.03977,0.027743,0.0052189,-0.027807,0.0060543,-0.0056798,-0.024547,-0.048415,-0.06916,0.0032544,-0.0031782,-0.01826,-0.044814,-0.083767,2.298851,3.883495,7.114625,2.385686,3.206413,3.5,3.5,3.5,3.5,3.61,3.5,3.547,3.44
1976.75,0.041189,0.0060543,0.0032544,2.298851,3.5,4.09,0.042565,0.029657,0.03977,0.027743,0.0052189,0.0024075,0.0044262,-0.0056798,-0.024547,-0.048415,0.0068335,-0.010723,-0.0031782,-0.01826,-0.044814,6.857143,1.538462,3.883495,7.114625,2.385686,3.5,3.5,3.5,3.5,4.34,3.61,3.5,3.547
1977.00,0.042565,0.0024075,0.0068335,6.857143,3.5,4.487,0.031189,0.041189,0.029657,0.03977,0.027743,-0.0030293,0.0060543,0.0044262,-0.0056798,-0.024547,-0.0024188,0.0032544,-0.010723,-0.0031782,-0.01826,4.494382,2.298851,1.538462,3.883495,7.114625,3.5,3.5,3.5,3.5,4.09,4.34,3.61,3.5
1977.25,0.031189,-0.0030293,-0.0024188,4.494382,3.5,4.25,0.019137,0.042565,0.041189,0.029657,0.03977,-0.0078288,0.0024075,0.0060543,0.0044262,-0.0056798,-0.012516,0.0068335,0.0032544,-0.010723,-0.0031782,1.481481,6.857143,2.298851,1.538462,3.883495,3.5,3.5,3.5,3.5,4.487,4.09,4.34,3.61
1977.50,0.019137,-0.0078288,-0.012516,1.481481,3.5,4.1,0.031031,0.031189,0.042565,0.041189,0.029657,-0.010514,-0.0030293,0.0024075,0.0060543,0.0044262,0.001459,-0.0024188,0.0068335,0.0032544,-0.010723,0.738007,4.494382,6.857143,2.298851,1.538462,3.5,3.5,3.5,3.5,4.25,4.487,4.09,4.34
1977.75,0.031031,-0.010514,0.001459,0.738007,3,3.72,0.014761,0.019137,0.031189,0.042565,0.041189,-0.01128,-0.0078288,-0.0030293,0.0024075,0.0060543,-0.012859,-0.012516,-0.0024188,0.0068335,0.0032544,5.156538,1.481481,4.494382,6.857143,2.298851,3.5,3.5,3.5,3.5,4.1,4.25,4.487,4.09
1978.00,0.014761,-0.01128,-0.012859,5.156538,3,3.42,0.001794,0.031031,0.019137,0.031189,0.042565,-0.009728,-0.010514,-0.0078288,-0.0030293,0.0024075,-0.02391,0.001459,-0.012516,-0.0024188,0.0068335,4.363636,0.738007,1.481481,4.494382,6.857143,3,3.5,3.5,3.5,3.72,4.1,4.25,4.487
1978.25,0.001794,-0.009728,-0.02391,4.363636,3,3.54,0.029572,0.014761,0.031031,0.019137,0.031189,-0.0052567,-0.01128,-0.010514,-0.0078288,-0.0030293,0.0063842,-0.012859,0.001459,-0.012516,-0.0024188,-0.71942,5.156538,0.738007,1.481481,4.494382,3,3,3.5,3.5,3.42,3.72,4.1,4.25
1978.50,0.029572,-0.0052567,0.0063842,-0.71942,3,3.38,0.035716,0.001794,0.014761,0.031031,0.019137,0.0020794,-0.009728,-0.01128,-0.010514,-0.0078288,0.014906,-0.02391,-0.012859,0.001459,-0.012516,1.441441,4.363636,5.156538,0.738007,1.481481,3,3,3,3.5,3.54,3.42,3.72,4.1
1978.75,0.035716,0.0020794,0.014906,1.441441,3,3.1,0.025023,0.029572,0.001794,0.014761,0.031031,0.012855,-0.0052567,-0.009728,-0.01128,-0.010514,0.0070526,0.0063842,-0.02391,-0.012859,0.001459,6.463196,-0.71942,4.363636,5.156538,0.738007,3,3,3,3,3.38,3.54,3.42,3.72
1979.00,0.025023,0.012855,0.0070526,6.463196,4,3.707,0.04885,0.035716,0.029572,0.001794,0.014761,0.025126,0.0020794,-0.0052567,-0.009728,-0.01128,0.033426,0.014906,0.0063842,-0.02391,-0.012859,5.65371,1.441441,-0.71942,4.363636,5.156538,3,3,3,3,3.1,3.38,3.54,3.42
1979.25,0.04885,0.025126,0.033426,5.65371,4,5.333,0.051316,0.025023,0.035716,0.029572,0.001794,0.03643,0.012855,0.0020794,-0.0052567,-0.009728,0.039162,0.0070526,0.014906,0.0063842,-0.02391,4.878049,6.463196,1.441441,-0.71942,4.363636,4,3,3,3,3.707,3.1,3.38,3.54
1979.50,0.051316,0.03643,0.039162,4.878049,5,6.197,0.052819,0.04885,0.025023,0.035716,0.029572,0.0421,0.025126,0.012855,0.0020794,-0.0052567,0.04435,0.033426,0.0070526,0.014906,0.0063842,4.130809,5.65371,6.463196,1.441441,-0.71942,4,4,3,3,5.333,3.707,3.1,3.38
1979.75,0.052819,0.0421,0.04435,4.130809,6,8.25,0.055647,0.051316,0.04885,0.025023,0.035716,0.038779,0.03643,0.025126,0.012855,0.0020794,0.05118,0.039162,0.033426,0.0070526,0.014906,7.495741,4.878049,5.65371,6.463196,1.441441,5,4,4,3,6.197,5.333,3.707,3.1
